,index,Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
239,1599,Introduction to User Experience Design,Georgia Institute of Technology,Beginner,4.5,https://www.coursera.org/learn/user-experience-design,focus course introduce learner user experience ux design user experience design design user centered goal design artifacts allow users meet needs effective efficient satisfying manner course introduces novice cycle discovery evaluation set techniques meet user needs course geared toward novice learners heard user experience user interface design really know much disciplines course mantra design systematic data driven process design systematic based set techniques also cycle discovery course learner introduced four step user interface design cycle along way learners exposed set techniques gather information user needs b design model interfaces based evaluate design ascertain user goals met techniques tools used standardized manner give us data use design means anyone regardless current training willing learn techniques follow proposed cycle ux designer,user interface experience design user research evaluation usability user experience user experience design experience paper prototyping user interface design computer science design product
240,1626,AI for Medical Prognosis,DeepLearning.AI,Beginner,4.7,https://www.coursera.org/learn/ai-for-medical-prognosis,ai transforming practice medicine helping doctors diagnose patients accurately make predictions patients future health recommend better treatments specialization give practical experience applying machine learning concrete problems medicine machine learning powerful tool prognosis branch medicine specializes predicting future health patients second course walk multiple examples prognostic tasks use decision trees model non linear relationships commonly observed medical data apply predicting mortality rates accurately finally learn handle missing data key real world challenge courses go beyond foundations deep learning teach nuances applying ai medical use cases course focuses tree based machine learning foundation deep learning required course however foundation deep learning highly recommended course 1 3 specialization gain foundation deep learning taking deep learning specialization offered deeplearning ai taught andrew ng,random forest risk hazard function survival analysis euler totient function prognostics general statistics decision tree analysis modeling data science machine learning
241,1629,Write Your First Novel,Michigan State University,Beginner,3.5,https://www.coursera.org/learn/write-your-first-novel,write first novel ever dream desire even vague notion would like write novel course whether full time student full time job family take care really help get course write first novel many people say often thought writing novel planning someday ever actually however course learn form basic idea idea structure discipline allow create write complete fully realized novel ready submit publication concerns regarding protection original work coursera privacy policy protects learner ip indeed sole owners work link trailer course view trailer please copy paste link browser https vimeo com 385761391 c5e7f873cf learner review great experience really enjoyed write first novel learn break creative endeavor components discover process allow done produce complete full length work fiction form 50 000 word novel learner review published author took course relearn skills thoroughly enjoyed every lecture quiz course helpful videos well executed cheers proponent experiential learning also known active learning lectures short point designed step step process essential success writer guide show get hopefully inspire learn activity writing firmly believe way become writer write write write learner review best teacher ever love course writing fiction truly beautiful thing putting words page tell story enters readers minds allows share thoughts emotions lives characters satisfying rewarding experience learner review gooood good,art interior design fiction writing language creative writing short story writing video production trigonometric integral writing music arts humanities music art
242,1638,Digital Product Management: Modern Fundamentals,University of Virginia,Beginner,4.7,https://www.coursera.org/learn/uva-darden-digital-product-management,long ago job product manager assessing market data creating requirements managing hand sales marketing maybe talk customer somewhere tell features wanted companies manage product way dying product person today new game product managers center today particularly product mostly digital might update several times day massive troves data available making decisions time deep insights customer motivation experience important ever job modern product manager charter direction create successful working environment actors involved product success simple job easy job meaningful job learning time course help along learning journey prepare skills perspective need create actionable focus successfully manage product week 1 focus work using modern product management methods week 2 manage new products explore new product ideas week 3 manage amplify existing products week 4 course ideal current product general managers interested today modern product management methods course developed generous support batten institute uva darden school business batten institute mission improve world entrepreneurship innovation www batteninstitute org,lean startup leadership management product management strategy product strategy minimum viable product planning agile management product planning product market fit business leadership management
243,1642,Autodesk Certified Professional: Revit for Architectural Design Exam Prep,Autodesk,Intermediate,4.7,https://www.coursera.org/learn/autodesk-revit-architectural-design,prove potential employers task becoming autodesk certified professional online course autodesk prepares offering overview skills match covered autodesk certified professional revit architectural design exam video lessons structured match exam objective domains follow typical workflow features autodesk revit architecture software including sections modeling materials families documentation views revit project management course review advanced modeling architectural topics work walls floors roofs ceilings stairs columns rooms also gain understanding exam topics family categories types phases design options schedules worksharing brush selection sets detail components color schemes levels grids much autodesk certified professional revit architectural design exam autodesk certified professional revit architectural design exam recognized standard measuring architectural design skills knowledge revit certification enables showcase abilities also signals potential employers skills validated type experience typically comes worked software regular basis least 2 years equivalent approximately 400 hours minimum 1200 hours recommended real world autodesk software experience autodesk certified professional acp certifications exams taken pearson vue testing center onvue pearson vue online proctored environment candidates given 120 minutes complete certification exam review testing center polices requirements scheduling ready take exam schedule take exam online find testing center near pearsonvue com autodesk,architectural design p rep autodesk revit architecture autocad architecture architecture construction management building information modeling autodesk architectural rendering test preparation physical science engineering mechanical engineering
244,1656,Learn to Program: The Fundamentals,University of Toronto,Advanced,4.6,https://www.coursera.org/learn/learn-to-program,behind every mouse click touch screen tap computer program makes things happen course introduces fundamental building blocks programming teaches write fun useful programs using python language,basic programming language language computer programming computer program programming principles problem solving python syntax semantics syntax python programming semantics computer science software development
245,1662,COVID-19 Contact Tracing For Nursing Professionals,University of Houston,Beginner,4.4,https://www.coursera.org/learn/covid-19-contact-tracing-for-nursing-professionals,covid 19 contact tracing nursing professionals approval statement nursing continuing professional development activity approved texas nurses association accredited approver american nurses credentialing center commission accreditation covid 19 contact tracing nursing professionals created anyone wants certificate contact tracing especially rn would like obtain 10 ceu credits texas nurses association continuing education credit provided texas nurses select option obtain coursera certificate 49 disclosures participants requirements successful completion receive contact hours continuing education activity participant must complete pretest complete 4 educational modules obtain score 80 greater post test module participants may take post tests multiple times 80 greater achieved complete participant evaluation form successful completion verified certificate successful completion awarded 10 contact hours end date july 1 2022 ce requests must completed date email completed certificate uhcon ce uh edu receive email ce effects current covid 19 pandemic disproportionately affected certain population groups course provides overview far reaching impact covid 19 presents contact tracing tool mitigate spread disease nurses texas contact tracers critically needed help state local health departments particularly large diverse states texas acknowledgments course instructors would like thank aishwarya juttu gabriela acosta help launch course,nursing pandemics vaccine communication epidemiology symptoms contact tracing vaccine development public health euler totient function life sciences public health
246,1665,Mathematics for Machine Learning: PCA,Imperial College London,Beginner,3.6,https://www.coursera.org/learn/pca-machine-learning,intermediate level course introduces mathematical foundations derive principal component analysis pca fundamental dimensionality reduction technique cover basic statistics data sets mean values variances compute distances angles vectors using inner products derive orthogonal projections data onto lower dimensional subspaces using tools derive pca method minimizes average squared reconstruction error data points reconstruction end course familiar important mathematical concepts implement pca struggling find set jupyter notebooks allow explore properties techniques walk need get track already expert course may refresh knowledge lectures examples exercises require 1 ability abstract thinking 2 good background linear algebra e g matrix vector algebra linear independence basis 3 basic background multivariate calculus e g partial derivatives basic optimization 4 basic knowledge python programming numpy disclaimer course substantially abstract requires programming two courses specialization however type abstract thinking algebraic manipulation programming necessary want understand develop machine learning algorithms,numpy linearity principal component analysis linear algebra projection matrix python programming matrices analysis computer programming algebra data science machine learning
247,1680,Leading transformations: Manage change,Macquarie University,Intermediate,4.7,https://www.coursera.org/learn/change-management,live globalised world continuous change ability successfully manage change allow positive impact work life via structured learning activities video lectures quizzes discussion prompts written assessment course teach effectively influence change developing change mindset creating productive change cycle leading others change journey learn imagine change redefining change problem developing balanced reflective change mindset change inevitable influence affects organisation,change management human error assessment reduction technique organizational chart storytelling coercion deception influencing leadership communication leadership management business leadership management
248,1682,Financial Planning for Young Adults,University of Illinois at Urbana-Champaign,Conversant,4.5,https://www.coursera.org/learn/financial-planning,financial planning young adults fpya developed partnership cfp board designed provide introduction basic financial planning concepts young adults fpya course organized across eight separate modules within 4 week window topics covered include financial goal setting saving investing budgeting financial risk borrowing credit financial planning personal topic encouraged define financial goals objectives discuss concepts provide tools applied helping reach goals within module view combination traditional lecture style videos along video vignettes introduce financial topics discussion among participants video vignettes provide unique exciting component course vignette introduces real world scenario financial decisions must made financial planning concepts applied challenged think critically scenario decide might come resolution ever faced similar situation finally course also includes material throughout focused career opportunities financial planning including video interviews actual cfp professionals professionals working exciting growing career area final module class devoted topic financial planning career,icm registry finance planning risk management investment budget financial plan personal advertisement leadership management risk business finance
249,1685,Sports Marketing,Northwestern University,Beginner,4.7,https://www.coursera.org/learn/sports-marketing,today demand people skilled sports marketing organizations want expertise strength grow customer bases teams want enlarge fan base attract new sponsors sport build strong programs existing sponsors run fan conventions events addition wide range companies recognize value sports relationships positioning building brands sports marketing mooc learn ticket pricing strategies crisis might happen sport types companies using sports enhance position brands promote market sporting event develop sponsorships use social media grow team follower base promote sporting events conferences conventions sports marketing mooc created professor candy lee northwestern medill school journalism integrated marketing communications joined experts many specialty topics important sports marketing,sports crisis marketing press release marketing strategy communication strategy leadership management loyalty program sport communication business marketing
250,1688,Probability and Statistics: To p or not to p?,University of London,Beginner,4.6,https://www.coursera.org/learn/probability-statistics,live uncertain complex world yet continually make decisions present uncertain future outcomes indeed look black swans low probability high impact events study study invest invest marry marry uncertainty makes decision making difficult least make life exciting entire future known advance would never element surprise whether good future bad future would known future course consider many useful tools deal uncertainty help us make informed hence better decisions essential skills lifetime good decision making key topics include quantifying uncertainty probability descriptive statistics point interval estimation means proportions basics hypothesis testing selection multivariate applications key terms concepts seen throughout course,probability distribution probability statistics studentized residual general statistics statistical hypothesis testing hypothesis p value hypothesis testing monte carlo method probability data science probability statistics
251,1697,Introduction to Engineering Mechanics,Georgia Institute of Technology,Intermediate,4.7,https://www.coursera.org/learn/engineering-mechanics-statics,course introduction learning applying principles required solve engineering mechanics problems concepts applied course previous courses taken basic math physics course addresses modeling analysis static equilibrium problems emphasis real world engineering applications problem solving copyright content materials course owned either georgia tech research corporation dr wayne whiteman participating course using content materials whether whole part agree may download use content material course personal non commercial use manner consistent student academic course use content materials including use academic universities entities prohibited without express written permission georgia tech research corporation interested parties may contact dr wayne whiteman directly information regarding procedure obtain non exclusive license,human learning critical thinking physics civil engineering analysis hydraulics mechanical engineering c dynamic memory allocation problem solving static analysis physical science engineering mechanical engineering
252,1699,Leading Healthcare Quality and Safety,The George Washington University,Intermediate,4.7,https://www.coursera.org/learn/quality-healthcare,ensuring patient safety healthcare quality critical key focus everyone healthcare practice course provides healthcare practitioners others introduction knowledge skills needed lead patient safety quality improvement initiatives micro macro levels participants explore foundations health care quality science underlying patient safety quality improvement design select effective health care measures analyze patient safety problems processes using tools human factors analysis apply systematic approaches including plan study act pdsa model address quality improvement challenges learn strategies lead culture change course takes world view patient safety quality linking participants research resources world health organization us agency healthcare research quality ahrq joint commission international organizations course highlights include personal stories lessons learned industries interviews president national committee quality assurance ncqa leaders quality movement george washington university school nursing ranked among top nursing schools u news world report george washington university school nursing educates inspires nurses provide high quality compassionate person centered health care school develops leaders actively engaged health promotion patient advocacy healthcare innovation prepares exceptional nurse educators pursue quality advance profession school nursing committed improving health wellbeing people communities locally nationally globally school values lifelong learning students advance nursing practice leadership education make difference world,medical error safety healthcare quality leadership management leadership patient safety health care patient hazard analysis critical control points measurement life sciences healthcare management
253,1702,The Global Financial Crisis,Yale University,Intermediate,4.8,https://www.coursera.org/learn/global-financial-crisis,former u secretary treasury timothy f geithner professor andrew metrick survey causes events policy responses aftermath recent global financial crisis,financial markets crisis financial system risk market economics global global financial system global financial crisis financial crisis finance social sciences economics
254,1709,New Approaches to Countering Terror: Countering Violent Extremism,"University of Maryland, College Park",Beginner,4.7,https://www.coursera.org/learn/countering-terror-violent-extremism,new approaches countering terror countering violent extremism course offered national consortium study terrorism responses terrorism start multi week interactive course designed help students explore pragmatic philosophical challenges continue shape evolution countering violent extremism cve global security paradigm start department homeland security emeritus center excellence research training education center housed university maryland within college behavioral social sciences bsos serves leading voice national international dialogue regarding cve start director course instructor bill braniff introduce concept cve explore promise cve comprehensive proactive approach complex phenomenon violent extremism 3 5 hour course take depth look cve relatively new area policy practice mooc serve awareness raising course targeting anyone interested terrorism community resilience security policy civil rights issues course broadly interdisciplinary prerequisites upon completion course students able 1 differentiate two ways addressing violent extremism counterterrorism ct countering violent extremism cve 2 explain cve spectrum non violent approaches countering terror including prevention intervention rehabilitation reintegration programs 3 make sound analytical judgments cve programs potential,law deradicalization violent extremism terrorism mental health crime violence counter terrorism police prisons social sciences governance society
255,1715,The Bits and Bytes of Computer Networking,Google,Conversant,4.7,https://www.coursera.org/learn/computer-networking,course designed provide full overview computer networking cover everything fundamentals modern networking technologies protocols overview cloud practical applications network troubleshooting end course able describe computer networks terms five layer model understand standard protocols involved tcp ip communications grasp powerful network troubleshooting tools techniques learn network services like dns dhcp help make computer networks run understand cloud computing everything service cloud storage,modeling ipv6 address domain name system wireless networking cloud computing wireless network model network layer computer networking ipv4 information technology networking
256,1720,Economics of Money and Banking,Columbia University,Intermediate,4.8,https://www.coursera.org/learn/money-banking,last three four decades seen remarkable evolution institutions comprise modern monetary system financial crisis 2007 2009 wakeup call need similar evolution analytical apparatus theories use understand system produced sponsored institute new economic thinking course attempt begin process new economic thinking reviving updating forgotten traditions monetary thought become newly relevant three features new system central important intertwining previously separate capital markets money markets produced system new dynamics well new vulnerabilities financial crisis revealed vulnerabilities see result two years desperate innovation central banking authorities tried first effort stem collapse second global character crisis revealed global character system something new postwar history new longer time perspective central bank cooperation key stemming collapse details cooperation hint outlines emerging new international monetary order third absolutely central crisis operation key derivative contracts importantly credit default swaps foreign exchange swaps modern money cannot understood separately modern finance modern monetary theory constructed separately modern financial theory reason course places dealers capital markets money markets center picture profit seeking suppliers market liquidity new system market based credit,crisis banking finance shadow banking system economy economics market economics global money market shadow banning social sciences economics
257,1725,Introduction to Business Analytics: Communicating with Data,University of Illinois at Urbana-Champaign,Advanced,4.6,https://www.coursera.org/learn/intro-business-analytics,course introduces students science business analytics casting keen eye toward artful use numbers found digital space goal provide businesses managers foundation needed apply data analytics real world challenges confront daily professional lives students learn identify ideal analytic tool specific needs understand valid reliable ways collect analyze visualize data utilize data decision making agencies organizations clients,visual communication data visualization analytics business analysis microsoft excel business analytics communication analysis digital marketing data analysis business leadership management
258,1726,Ecology: Ecosystem Dynamics and Conservation,American Museum of Natural History,Beginner,4.8,https://www.coursera.org/learn/ecology-conservation,course introduction ecology ecosystem dynamics using systems thinking lens case study mozambique gorongosa national park learners explore scientists study ecosystems investigate complex array factors inform management efforts end course learners able grapple real world conservation questions whether ecosystem recover anthropogenic disruption role humans play recovery,ecology ecosystems thought biology biodiversity conservation biology systems thinking ecosystem wildlife conservation population life sciences basic science
259,1727,The Strategy of Content Marketing,"University of California, Davis",Beginner,4.2,https://www.coursera.org/learn/content-marketing,course partnership leading content marketing authority copyblogger uc davis continuing professional education course learn core strategies content marketers use acquire retain customers profitably specifically learn develop organize implement content marketing strategy analyze measure effectiveness content marketing write compelling copy use strategic framework writing build professional brand authority content marketing also learn put ideas presented action build personal brand content marketing,marketing writing content strategy marketing content development content marketing marketing copy strategy content development leadership management marketing strategy business marketing
260,1739,Visual Elements of User Interface Design,California Institute of the Arts,Beginner,4.5,https://www.coursera.org/learn/visual-elements-user-interface-design,design centric course examines broad question interface role designer plays creating user interface learning design articulate meaning using color type imagery essential making interfaces function clearly seamlessly series lectures visual exercises focus many individual elements components make skillset interface designer end course able describe key formal elements clear consistent intuitive ui design apply learned skills design static screen based interface first course ui ux design specialization brings design centric approach user interface ui user experience ux design offers practical skill based instruction centered around visual communications perspective rather one focused marketing programming alone courses ideal anyone experience graphic visual design would like build skill set ui ux app web design would also ideal anyone experience front back end web development human computer interaction want sharpen visual design analysis skills ui ux,computer graphics user interface design pattern user interface design java annotation graphic design user experience interfaces visual design experience arts humanities music art
261,1751,Sports and Society,Duke University,Beginner,4.8,https://www.coursera.org/learn/sports-society,sports play giant role contemporary society worldwide us pause think larger questions money politics race sex culture commercialization surround sports everywhere course draws tools anthropology sociology history disciplines give new perspectives games watch play new improved version professor orin starn original sports society coursera drew 40 000 students focus popular sports like soccer football anyone outside america calls basketball baseball also lesser known ones like mountain climbing fishing never watch think sports way,psychology sports analytics history anthropology social psychology exercise sociology sports sports law persuasion social sciences governance society
262,1754,Natural Language Processing with Sequence Models,DeepLearning.AI,Beginner,4.1,https://www.coursera.org/learn/sequence-models-in-nlp,course 3 natural language processing specialization offered deeplearning ai train neural network glove word embeddings perform sentiment analysis tweets b generate synthetic shakespeare text using gated recurrent unit gru language model c train recurrent neural network perform named entity recognition ner using lstms linear layers use called siamese lstm models compare questions corpus identify worded differently meaning please make sure completed course 2 familiar basics tensorflow like prepare additionally take course 1 neural networks deep learning deep learning specialization end specialization designed nlp applications perform question answering sentiment analysis created tools translate languages summarize text even built chatbot specialization designed taught two experts nlp machine learning deep learning younes bensouda mourri instructor ai stanford university also helped build deep learning specialization ukasz kaiser staff research scientist google brain co author tensorflow tensor2tensor trax libraries transformer paper,natural language processing speech recognition memory long short term memory language named entity recognition term time natural language modeling deep learning data science machine learning
263,1758,Guitar for Beginners,Berklee College of Music,Intermediate,4.7,https://www.coursera.org/learn/guitar,grasp essentials needed begin playing acoustic electric guitar learn easy approach get playing quickly combination exploring instrument performance technique basic music theory students long thought picking acoustic electric guitar course provide easy access foundation get playing first learning guitar important material presented stages enjoyable way allows grasp basics instrument music course begins simply parts guitar names strings tuning technique whether finger style pick explores basics music theory topics scales triads power chords fingering shapes end course students understand structure parts accessories instrument addition understanding basic maintenance electric guitar players learn operation instrument along basic options amplification effect pedals sounds students also learn develop correct technique apply theory concepts playing foundational knowledge necessary pursue intermediate guitar courses,piano guitar harmony acoustics poetry writing scaling chord human voice music sound arts humanities music art
264,1759,Guitar for Beginners,Berklee College of Music,Intermediate,4.7,https://www.coursera.org/learn/guitar,grasp essentials needed begin playing acoustic electric guitar learn easy approach get playing quickly combination exploring instrument performance technique basic music theory students long thought picking acoustic electric guitar course provide easy access foundation get playing first learning guitar important material presented stages enjoyable way allows grasp basics instrument music course begins simply parts guitar names strings tuning technique whether finger style pick explores basics music theory topics scales triads power chords fingering shapes end course students understand structure parts accessories instrument addition understanding basic maintenance electric guitar players learn operation instrument along basic options amplification effect pedals sounds students also learn develop correct technique apply theory concepts playing foundational knowledge necessary pursue intermediate guitar courses,piano guitar harmony acoustics poetry writing scaling chord human voice music sound arts humanities music art
265,1762,The Science of Success: What Researchers Know that You Should Know,University of Michigan,Beginner,4.8,https://www.coursera.org/learn/success,engaging course designed help achieve success desire drawing decades scientific research learn successful people differently others iq significant predictor success sometimes backfire many commonly held beliefs hold people back achieving goals although course based science success learn many practical ideas apply life immediately particularly three main areas tgetting better results work school tachieving career success however define success tenjoying meaningful happy healthy life time finish course know people know predicts success life one important lessons learn success earned day day small wins small achievable actions together help achieve goals sooner exceed even expectations therefore opportunity complete detailed action plan turn learned specific steps achieving treasured life goals,goal setting time management self motivation personal advertisement personal branding planning leadership management self awareness social capital leadership business leadership management
266,1776,Introduction to Search Engine Optimization,"University of California, Davis",Beginner,4.5,https://www.coursera.org/learn/search-engine-optimization,ever wonder major search engines google bing yahoo rank website within searches content videos local listings shown ranked based search engine considers relevant users welcome world search engine optimization seo course first within seo specialization intended give taste seo fun practices get seen google introduced foundational elements popular search engine google works seo landscape constantly changing expect future discuss core seo strategies tactics used drive organic search results specific website set websites well tactics avoid prevent penalization google hope taste seo entice continue specialization,brand mathematical optimization algorithms search algorithm search engine optimization keyword research semantics marketing history strategy business marketing
267,1780,Python Data Structures,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/python-data-structures,data structures play crucial role application development proper selection data structures important efficient algorithm development availability list example greatly simplifies sorting collection data items would difficult without data structure see programming languages like python certain fundamental data structures built language course create python application reads file containing words definitions use python built data structures make multiple choice quiz based words definitions note course works best learners based north america region currently working providing experience regions,euler totient function data item data science hive python programming data structures algorithms continuous function computer programming computer science computer science software development
268,1786,R Programming,Johns Hopkins University,Conversant,4.4,https://www.coursera.org/learn/r-programming,course learn program r use r effective data analysis learn install configure software necessary statistical programming environment describe generic programming language concepts implemented high level statistical language course covers practical issues statistical computing includes programming r reading data r accessing r packages writing r functions debugging profiling r code organizing commenting r code topics statistical data analysis provide working examples,r programming euler totient function language analysis computer programming general statistics rstudio data analysis problem solving github data science data analysis
269,1787,R Programming,Johns Hopkins University,Conversant,4.4,https://www.coursera.org/learn/r-programming,course learn program r use r effective data analysis learn install configure software necessary statistical programming environment describe generic programming language concepts implemented high level statistical language course covers practical issues statistical computing includes programming r reading data r accessing r packages writing r functions debugging profiling r code organizing commenting r code topics statistical data analysis provide working examples,r programming euler totient function language analysis computer programming general statistics rstudio data analysis problem solving github data science data analysis
270,1790,Data Visualization with Python,IBM,Beginner,4.4,https://www.coursera.org/learn/python-for-data-visualization,picture worth thousand words familiar expression especially applies trying explain insight obtained analysis increasingly large datasets data visualization plays essential role representation small large scale data one key skills data scientist ability tell compelling story visualizing data findings approachable stimulating way learning leverage software tool visualize data also enable extract information better understand data make effective decisions main goal data visualization python course teach take data first glance little meaning present data form makes sense people various techniques developed presenting data visually course using several data visualization libraries python namely matplotlib seaborn folium limited time offer subscription 39 usd per month access graded materials certificate,chart python programming choropleth map analysis computer programming data visualization map matplotlib bar chart data analysis data science data analysis
271,1791,Data Visualization with Python,IBM,Beginner,4.4,https://www.coursera.org/learn/python-for-data-visualization,picture worth thousand words familiar expression especially applies trying explain insight obtained analysis increasingly large datasets data visualization plays essential role representation small large scale data one key skills data scientist ability tell compelling story visualizing data findings approachable stimulating way learning leverage software tool visualize data also enable extract information better understand data make effective decisions main goal data visualization python course teach take data first glance little meaning present data form makes sense people various techniques developed presenting data visually course using several data visualization libraries python namely matplotlib seaborn folium limited time offer subscription 39 usd per month access graded materials certificate,chart python programming choropleth map analysis computer programming data visualization map matplotlib bar chart data analysis data science data analysis
272,1796,International Security Management,Erasmus University Rotterdam,Beginner,4.7,https://www.coursera.org/learn/international-security-management,mooc learn colorful diverse international security landscape gain insights challenging topics including open source intelligence serious organised crime illicit trade also meet stakeholders different sectors backgrounds recorded videos different locations europe also give insight original environment contributing experts realize style focus various presentations differ one week feel big asset yes also men suits uniforms,leadership management security management crime risk management terrorism security risk intelligence analysis safety risk assessment social sciences governance society
273,1801,Dairy Production and Management,The Pennsylvania State University,Beginner,4.8,https://www.coursera.org/learn/dairy-production,world first mooooo c gain broad comprehensive understanding aspects dairy management genetics nutrition reproduction animal health farm economics sustainability dairy production systems something everyone whether looking basics years experience dairy industry eight week course week consists four nine video lectures additional reading materials multiple choice questions quiz estimated study time three five hours per week learners option purchase course certificate 49 00 usd certificate purchased time must verify identify taking course quizzes order eligible cannot afford certificate fee financial aid available coursera producing milk efficiently sustainably important milk provides humans 16 essential nutrients energy protein essential amino acids vitamin vitamin several b vitamins including b12 pantothenic folic acids essential minerals calcium magnesium phosphorus potassium zinc well minerals know one glass milk provides 5 year old child 21 daily protein requirements 8 energy needs milk world 85 produced cattle however water buffaloes goats sheep camel also dairy animals united states india european union brazil new zealand among largest dairy producers world yet among dairy producing countries varied methods generate milk highly variable productivity efficiency dairy production vital survival billions people globally around 150 million small scale dairy households equivalent 750 million people engaged milk production number size dairy farms varies among countries india alone estimated 78 million dairy farms united states one leading milk producing countries world total milk production steadily increasing last decades reaching 205 billion pounds 93 billion kilograms 2014 accompanied steady increase average milk yield per cow reaching 22 260 lb 10 100 kg per lactation 2014 efficiency achieved methods necessary ensure production high quality milk balance milk production efficiency animal health environmental protection course provide student information better understand dairy production systems role feeding world population mooooo c learn dairy enterprise internationally recognized dairy science professors delivered highly regarded dairy education programs within united states internationally course lectures translated portuguese chinese pdf files translations found course week dairy mooc team thanks dr antonio branco universidade estadual de maring brazil ms yuanyuan zhang pennsylvania state university translating lecture materials course sponsors course supported generous contributions innovation center us dairy silver level pancosma north america rp nutrients inc arm hammer provided funding support bronze level pennsylvania state university final responsibility academic content course,feed uri scheme animal nutrition animal farm leadership management reproduction nutrition disease disease control genetics life sciences animal health
274,1803,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",DeepLearning.AI,Beginner,4.6,https://www.coursera.org/learn/introduction-tensorflow,software developer wants build scalable ai powered algorithms need understand use tools build course part upcoming machine learning tensorflow specialization teach best practices using tensorflow popular open source framework machine learning machine learning course deep learning specialization andrew ng teach important foundational principles machine learning deep learning new deeplearning ai tensorflow specialization teaches use tensorflow implement principles start building applying scalable models real world problems develop deeper understanding neural networks work recommend take deep learning specialization,human learning convolutional neural network convolution computer vision tensorflow keras artificial neural networks deep learning machine learning computer programming computer science software development
275,1804,Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",Intermediate,4.5,https://www.coursera.org/learn/wine,roots ancient cultures early 6 000 bc wine long part human experience today increasing worldwide interest wine complexities varieties created international market valued 304 billion annually learner getting started study wine course help take first steps toward understanding physiological process wine tasting first module explore types wine help set tasting also begin build sensory vocabulary module 2 review classic wine types world set flights specific wines later examine various faults defects appear wine well techniques spotting problems week 4 delve complex world wine food pairings seven deadly sins course culminate peer review project apply knowledge sensory techniques developed throughout course assess specific wine,sensory analysis philosophy chemistry flavor food science fish food chemistry analysis grape wine tasting personal development personal development
276,1812,Essentials in Clinical Simulations Across the Health Professions,The George Washington University,Conversant,4.8,https://www.coursera.org/learn/clinicalsimulations,7 week course provides key strategies help understand foundation clinical simulations module learn 7 key components clinical simulation across health professions impact current position healthcare professional please utilize resources provided modules support enhance understanding concept learn following topics course module 1 getting started clinical simulation fundamentals module 2 inacsl standards best practice simulation module 3 implementing simulation curriculum module 4 developing simulation center module 5 basics debriefing simulation module 6 evaluation methods simulation module 7 sps simulation george washington university school nursing ranked among top nursing schools u news world report george washington university school nursing educates inspires nurses provide high quality compassionate person centered health care school develops leaders actively engaged health promotion patient advocacy healthcare innovation prepares exceptional nurse educators pursue quality advance profession school nursing committed improving health wellbeing people communities locally nationally globally school values lifelong learning students advance nursing practice leadership education make difference world depth simulation education please see gw nursing simulation initiatives https nursing gwu edu gw nursing simulation initiatives,operations management debriefing evaluation hospital administrators simulation program management leadership management pedagogy ordered pair methodology life sciences healthcare management
